Name,Department,empid,Salary,Address
"Agriculture, Forestry and Fishing Support Services and Hunting",Level 3,AA32,100,Namakkal
"Agriculture, Forestry and Fishing Support Services and Hunting",Level 3,AA32,84,Kovai
"Agriculture, Forestry and Fishing Support Services and Hunting",Level 3,AA32,16,Gandhipuram
"Agriculture, Forestry and Fishing Support Services and Hunting",Level 3,AA32,6,Erode
"Agriculture, Forestry and Fishing Support Services and Hunting",Level 3,AA32,39,Namakkal
Mining,Level 1,BB,"6,223",Kovai
Mining,Level 1,BB,"5,129",Gandhipuram
Mining,Level 1,BB,C,Erode
Mining,Level 1,BB,3,Namakkal
Mining,Level 1,BB,C,Kovai
Mining,Level 1,BB,"4,721",Gandhipuram
Mining,Level 1,BB,147,Erode
Mining,Level 1,BB,44,Namakkal
Mining,Level 1,BB,755,Kovai
Mining,Level 1,BB,647,Gandhipuram
Mining,Level 1,BB,0,Erode
Mining,Level 1,BB,"2,523",Namakkal
Mining,Level 1,BB,607,Kovai
Mining,Level 1,BB,274,Gandhipuram
Mining,Level 1,BB,284,Erode
Mining,Level 1,BB,"1,512",Namakkal
Mining,Level 1,BB,"19,302",Kovai
Mining,Level 1,BB,"4,926",Gandhipuram
Mining,Level 1,BB,"8,197",Erode
Mining,Level 1,BB,928,Namakkal
Mining,Level 1,BB,131,Kovai
Mining,Level 1,BB,"6,179",Gandhipuram
Mining,Level 1,BB,"19,302",Erode
Mining,Level 1,BB,"4,639",Namakkal
Mining,Level 1,BB,"7,902",Kovai
Mining,Level 1,BB,"6,761",Gandhipuram
Mining,Level 1,BB,"1,211,100",Erode
Mining,Level 1,BB,"294,200",Namakkal
Mining,Level 1,BB,62,Kovai
Mining,Level 1,BB,59,Gandhipuram
Mining,Level 1,BB,33,Erode
Mining,Level 1,BB,8,Namakkal
Mining,Level 1,BB,24,Kovai
Manufacturing,Level 1,CC,"118,711",Gandhipuram
Manufacturing,Level 1,CC,"10,836",Erode
Manufacturing,Level 1,CC,"106,110",Namakkal
Manufacturing,Level 1,CC,575,Kovai
Manufacturing,Level 1,CC,100,Gandhipuram
Manufacturing,Level 1,CC,"1,090",Erode
Manufacturing,Level 1,CC,"110,985",Namakkal
Manufacturing,Level 1,CC,872,Kovai
Manufacturing,Level 1,CC,"3,814",Gandhipuram
Manufacturing,Level 1,CC,"2,974",Erode
Manufacturing,Level 1,CC,"15,817",Namakkal
Manufacturing,Level 1,CC,33,Kovai
Manufacturing,Level 1,CC,"8,349",Gandhipuram
Manufacturing,Level 1,CC,"78,508",Erode
Manufacturing,Level 1,CC,650,Namakkal
Manufacturing,Level 1,CC,"14,124",Kovai
Manufacturing,Level 1,CC,"15,223",Gandhipuram
Manufacturing,Level 1,CC,"8,825",Erode
Manufacturing,Level 1,CC,"91,311",Namakkal
Manufacturing,Level 1,CC,"42,072",Kovai
Manufacturing,Level 1,CC,"30,723",Gandhipuram
Manufacturing,Level 1,CC,"5,261",Erode
Manufacturing,Level 1,CC,"1,059",Namakkal
Manufacturing,Level 1,CC,"18,516",Kovai
Manufacturing,Level 1,CC,"91,311",Gandhipuram
Manufacturing,Level 1,CC,"42,694",Erode
Manufacturing,Level 1,CC,"29,238",Namakkal
Manufacturing,Level 1,CC,"19,378",Kovai
Manufacturing,Level 1,CC,"501,900",Gandhipuram
Manufacturing,Level 1,CC,"37,300",Erode
Manufacturing,Level 1,CC,144,Namakkal
Manufacturing,Level 1,CC,92,Kovai
Manufacturing,Level 1,CC,23,Gandhipuram
Manufacturing,Level 1,CC,21,Erode
Manufacturing,Level 1,CC,10,Namakkal
Manufacturing,Level 1,CC,47,Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"6,528",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,314,Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"6,074",Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,24,Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,1,Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,114,Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"6,011",Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,98,Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"1,128",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,220,Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,681,Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,4,Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,218,Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"3,633",Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,33,Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"1,742",Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"1,870",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,646,Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"9,741",Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"4,197",Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"4,014",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,449,Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,136,Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"1,529",Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"9,741",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"5,123",Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"2,119",Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"2,499",Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"635,600",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,"62,900",Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,198,Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,110,Kovai
Beverage and Tobacco Product Manufacturing,Level 3,CC15,31,Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 3,CC15,13,Erode
Beverage and Tobacco Product Manufacturing,Level 3,CC15,7,Namakkal
Beverage and Tobacco Product Manufacturing,Level 3,CC15,53,Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"6,528",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,314,Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"6,074",Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,24,Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,1,Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,114,Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"6,011",Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,98,Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"1,128",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,220,Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,681,Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,4,Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,218,Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"3,633",Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,33,Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"1,742",Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"1,870",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,646,Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"9,741",Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"4,197",Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"4,014",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,449,Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,136,Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"1,529",Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"9,741",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"5,123",Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"2,119",Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"2,499",Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"635,600",Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,"62,900",Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,198,Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,110,Kovai
Beverage and Tobacco Product Manufacturing,Level 4,CC151,31,Gandhipuram
Beverage and Tobacco Product Manufacturing,Level 4,CC151,13,Erode
Beverage and Tobacco Product Manufacturing,Level 4,CC151,7,Namakkal
Beverage and Tobacco Product Manufacturing,Level 4,CC151,53,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"2,251",Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,251,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"1,986",Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,4,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,1,Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,8,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"2,184",Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,21,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,6,Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,39,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,445,Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,0,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,164,Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"1,488",Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,21,Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,403,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,458,Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,122,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"1,527",Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,964,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,366,Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,55,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,22,Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,196,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"1,527",Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,643,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,599,Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,285,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"254,100",Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,"13,800",Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,161,Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,84,Kovai
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,35,Gandhipuram
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,19,Erode
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,8,Namakkal
"Textile, Leather, Clothing and Footwear Manufacturing",Level 3,CC21,42,Kovai
Textile and Leather Manufacturing,Level 4,CC211,"1,696",Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,197,Erode
Textile and Leather Manufacturing,Level 4,CC211,"1,488",Namakkal
Textile and Leather Manufacturing,Level 4,CC211,3,Kovai
Textile and Leather Manufacturing,Level 4,CC211,1,Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,7,Erode
Textile and Leather Manufacturing,Level 4,CC211,"1,656",Namakkal
Textile and Leather Manufacturing,Level 4,CC211,16,Kovai
Textile and Leather Manufacturing,Level 4,CC211,4,Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,31,Erode
Textile and Leather Manufacturing,Level 4,CC211,315,Namakkal
Textile and Leather Manufacturing,Level 4,CC211,0,Kovai
Textile and Leather Manufacturing,Level 4,CC211,136,Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,"1,135",Erode
Textile and Leather Manufacturing,Level 4,CC211,20,Namakkal
Textile and Leather Manufacturing,Level 4,CC211,272,Kovai
Textile and Leather Manufacturing,Level 4,CC211,290,Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,57,Erode
Textile and Leather Manufacturing,Level 4,CC211,"1,127",Namakkal
Textile and Leather Manufacturing,Level 4,CC211,677,Kovai
Textile and Leather Manufacturing,Level 4,CC211,296,Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,39,Erode
Textile and Leather Manufacturing,Level 4,CC211,14,Namakkal
Textile and Leather Manufacturing,Level 4,CC211,154,Kovai
Textile and Leather Manufacturing,Level 4,CC211,"1,127",Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,484,Erode
Textile and Leather Manufacturing,Level 4,CC211,449,Namakkal
Textile and Leather Manufacturing,Level 4,CC211,195,Kovai
Textile and Leather Manufacturing,Level 4,CC211,"305,600",Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,"10,300",Erode
Textile and Leather Manufacturing,Level 4,CC211,151,Namakkal
Textile and Leather Manufacturing,Level 4,CC211,86,Kovai
Textile and Leather Manufacturing,Level 4,CC211,31,Gandhipuram
Textile and Leather Manufacturing,Level 4,CC211,12,Erode
Textile and Leather Manufacturing,Level 4,CC211,5,Namakkal
Textile and Leather Manufacturing,Level 4,CC211,43,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,555,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,54,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,499,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,0,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,528,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,5,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,2,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,9,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,130,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,0,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,28,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,353,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,1,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,131,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,169,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,65,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,399,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,287,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,70,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,16,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,8,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,42,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,399,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,159,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,151,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,90,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,"167,900",Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,"19,600",Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,190,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,78,Kovai
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,48,Gandhipuram
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,41,Erode
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,16,Namakkal
"Clothing, Knitted Products and Footwear Manufacturing",Level 4,CC212,40,Kovai
Wood Product Manufacturing,Level 3,CC31,"5,856",Gandhipuram
Wood Product Manufacturing,Level 3,CC31,248,Erode
Wood Product Manufacturing,Level 3,CC31,"5,579",Namakkal
Wood Product Manufacturing,Level 3,CC31,9,Kovai
Wood Product Manufacturing,Level 3,CC31,1,Gandhipuram
Wood Product Manufacturing,Level 3,CC31,19,Erode
Wood Product Manufacturing,Level 3,CC31,"5,537",Namakkal
Wood Product Manufacturing,Level 3,CC31,45,Kovai
Wood Product Manufacturing,Level 3,CC31,14,Gandhipuram
Wood Product Manufacturing,Level 3,CC31,145,Erode
Wood Product Manufacturing,Level 3,CC31,"1,032",Namakkal
Wood Product Manufacturing,Level 3,CC31,C,Kovai
Wood Product Manufacturing,Level 3,CC31,161,Gandhipuram
Wood Product Manufacturing,Level 3,CC31,"4,118",Erode
Wood Product Manufacturing,Level 3,CC31,21,Namakkal
Wood Product Manufacturing,Level 3,CC31,661,Kovai
Wood Product Manufacturing,Level 3,CC31,690,Gandhipuram
Wood Product Manufacturing,Level 3,CC31,349,Erode
Wood Product Manufacturing,Level 3,CC31,"4,039",Namakkal
Wood Product Manufacturing,Level 3,CC31,"1,964",Kovai
Wood Product Manufacturing,Level 3,CC31,"1,477",Gandhipuram
Wood Product Manufacturing,Level 3,CC31,306,Erode
Wood Product Manufacturing,Level 3,CC31,47,Namakkal
Wood Product Manufacturing,Level 3,CC31,599,Kovai
Wood Product Manufacturing,Level 3,CC31,"4,039",Gandhipuram
Wood Product Manufacturing,Level 3,CC31,"1,807",Erode
Wood Product Manufacturing,Level 3,CC31,"1,467",Namakkal
Wood Product Manufacturing,Level 3,CC31,764,Kovai
Wood Product Manufacturing,Level 3,CC31,"346,100",Gandhipuram
Wood Product Manufacturing,Level 3,CC31,"20,600",Erode
Wood Product Manufacturing,Level 3,CC31,134,Namakkal
Wood Product Manufacturing,Level 3,CC31,87,Kovai
Wood Product Manufacturing,Level 3,CC31,35,Gandhipuram
Wood Product Manufacturing,Level 3,CC31,19,Erode
Wood Product Manufacturing,Level 3,CC31,9,Namakkal
Wood Product Manufacturing,Level 3,CC31,45,Kovai
Wood Product Manufacturing,Level 4,CC311,"5,856",Gandhipuram
Wood Product Manufacturing,Level 4,CC311,248,Erode
Wood Product Manufacturing,Level 4,CC311,"5,579",Namakkal
Wood Product Manufacturing,Level 4,CC311,9,Kovai
Wood Product Manufacturing,Level 4,CC311,1,Gandhipuram
Wood Product Manufacturing,Level 4,CC311,19,Erode
Wood Product Manufacturing,Level 4,CC311,"5,537",Namakkal
Wood Product Manufacturing,Level 4,CC311,45,Kovai
Wood Product Manufacturing,Level 4,CC311,14,Gandhipuram
Wood Product Manufacturing,Level 4,CC311,145,Erode
Wood Product Manufacturing,Level 4,CC311,"1,032",Namakkal
Wood Product Manufacturing,Level 4,CC311,C,Kovai
Wood Product Manufacturing,Level 4,CC311,161,Gandhipuram
Wood Product Manufacturing,Level 4,CC311,"4,118",Erode
Wood Product Manufacturing,Level 4,CC311,21,Namakkal
Wood Product Manufacturing,Level 4,CC311,661,Kovai
Wood Product Manufacturing,Level 4,CC311,690,Gandhipuram
Wood Product Manufacturing,Level 4,CC311,349,Erode
Wood Product Manufacturing,Level 4,CC311,"4,039",Namakkal
Wood Product Manufacturing,Level 4,CC311,"1,964",Kovai
Wood Product Manufacturing,Level 4,CC311,"1,477",Gandhipuram
Wood Product Manufacturing,Level 4,CC311,306,Erode
